ID,Title,Text,Lable,type,,,,,,,,,,,,,,,,,,,,
171,е–е «бЎЁб… Ёёѕ  д нћ… «бћжЏ,"«д ‘—  ”ћнб г’ж— б‘«» н–—Ё «бѕгжЏ Ќ«гб«р ЎЁб… г жЁнш…° ж«ѕшЏм «б‘«» √д «бЎЁб… г«   Ён ЏЁ—нд »—нЁ Ќб» д нћ… «бћжЏ°",1,unreliable,,,,,,,,,,,,,,,,,,,,
172,«Џб«д √—ѕжџ«д —џ» е »«Ќ б«б «бнгд Ён ќЎ«» г”ћшбњ,"«д  ”ћнб«р г’ж—«р жг —ћг«р бб—∆н” «б —ян —ћ» Ўн» √—ѕжџ«д°  Ў—ё Ёне ≈бм ћгб… гд «бгж«÷нЏ «бг Џбё… »«б‘—ё «б√ж”Ў°.",1,unreliable,,,,,,,,,,,,,,,,,,,,
173,«б”ж—н «б–н Ќяг Џбне »«б”ћд «бгƒ»ѕ Ён √бг«дн«  «»Џ«р бћн‘ «б√”ѕ," ѕ«жб  гж«ёЏ ж’ЁЌ«  ≈ќ»«—н… Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн «бнжг «бЋб«Ћ«Ѕ° ќ»—«р √Ё«ѕ »≈’ѕ«— гЌяг… √бг«дн… Ќяг«р »«б”ћд «бгƒ»ѕ Џбм ћдѕн ”ж—н гд ёж«  дў«г «б√”ѕ » ег… ён«ѕ… гћгжЏ… гд Џд«’—  бя «бёж«  Ён ѕг‘ё ж ён«гег »≈Џѕ«г 19 ‘ќ’«р џ«б»н ег гд «б√ЎЁ«б Ён Ќ—” «° ж—гнег Ён гя» ббёг«г… »гѕнд… Ќ—” « Ён —нЁ ѕг‘ё Џ«г 2014.",0,reliable,,,,,,,,,,,,,,,,,,,,
174," √’ѕ«—  —ян« ё—«—« » —Ќнб б«ћ∆нд ”ж—ннд гж«бнд бб√”ѕњ"""," ’ж—…  ÷гд  я «»… »«ббџ… «б —ян…° жё«б  ≈де« бё—«—  —Ќнб гж«бнд бдў«г «б√”ѕ гд гѕнд… (≈“гн—) «б —ян… ж–бя Џбм ќбЁн…  жћнеег  Ќн… бдў«г «б√”ѕ Ён √Ќѕ «б√Џ—«”.",0,reliable,,,,,,,,,,,,,,,,,,,,
175,ћжћб  нџн— д нћ… «б»ЌЋ Џд г”«Ќ… Ёб”Ўнд »Џѕ У’Ёё… «бё—д," ќ»—  ёбн’ гЌ—я «б»ЌЋ «бЏгб«ё ћжћб° г”«Ќ… Ёб”Ўнд ≈бм 6220 янбжг — г—»Џ° »Џѕ ≈Џб«д «б—∆н” «б√г—нян г« н”гм »№Ф’Ёё… «бё—дФ° ж–бя гд √’б г”«Ќ… Ёб”Ўнд «б «—нќн… «бгёѕ—… »Ќж«бн 27 √бЁ ябнжг — г—»Џ.",0,reliable,,,,,,,,,,,,,,,,,,,,
176, «бЏѕѕ «бЌёнён ббЏ«“»«  Ён Ёб”Ўнд,яг« √‘«— «бће«“ «бг—я“н бб≈Ќ’«Ѕ ≈бм √д Џѕѕ «б≈д«Ћ «ббж« н бг н”»ё бед «б“ж«ћ ж√Џг«—ед 25 ”д… Ё√яЋ— б« н ћ«ж“ 100 √бЁ,1,unreliable,,,,,,,,,,,,,,,,,,,,
177,"( н—н“« г«н)  ’—Ќ √д ""‘н«Ўнд «б√—÷"" ж «бг«”ждн… «бнежѕн… ег ”»» √“г… яж—жд«""","  ’—нЌ«  гд”ж»… б—∆н”… «бж“—«Ѕ «б»—нЎ«дн… «б”«»ё… ( н—н“« г«н)  е«ћг Ёне« «бёнжѕ ж«б≈ћ—«Ѕ«  Ён »б«ѕе« ÷ѕ Ён—ж” яж—жд«° ж Ќгб «бг”ƒжбн… б№""‘н«Ўнд «б√—÷"" ж""«бг«”ждн… «бнежѕн…""°",1,unreliable,,,,,,,,,,,,,,,,,,,,
178,"«б≈Џб«гн «б≈г«—« н (Ќгѕ «бг“—жЏн) нёб ""≈д «бд»н гЌгѕ ўбг «бнежѕ""","Џбм гжёЏн «б ж«’б (Ён”»жя/ жн —)°  ’—нЌ«р д”» е бб’ЌЁн «б≈г«—« н (Ќгѕ «бг“—жЏн)° ж“Џг  «б’ЁЌ«  √д («бг“—жЏн) ё«б: ""≈д «бд»н гЌгѕ ўбг «бнежѕ""°е.",1,unreliable,,,,,,,,,,,,,,,,,,,,
179,"«бѕ«ќбн… «бЏ—«ён…  ’—Ќ ён«г ‘«» »№""ё б"" 18 ‘ќ’«р Ён »џѕ«ѕ", Ќ”» »н«д —”гн √’ѕ— е ж“«—… «бѕ«ќбн… «бЏ—«ён… «бнжг. ,1,unreliable,,,,,,,,,,,,,,,,,,,,
180,еб ” яжд ёдж«  (beIN SPORTS) гћ«дн… бгѕ… Џ«гњ,"  ’—нЌ«р гд”ж»«р б—∆н” ‘»я… ёдж«  (beIN SPORTS) ж—∆н” д«ѕн »«—н” ”«д ћн—г«д (д«’— «бќбнЁн) нЏцѕх Ёне »Ё Ќ ёдж«  (beIN SPORTS) гћ«д«р бгѕ… Џ«г Ён Ќ«б Ёж“ Ё—нёе »бё» »Ўжб… ѕж—н √»Ў«б √ж—ж»«°",1,unreliable,,,,,,,,,,,,,,,,,,,,
181,«бћн‘ «б√—гндн н”ёЎ Ў«∆—… F16  —ян….,"гёЎЏ«  ўе— Ёне г« н»ѕж √де« Ў«∆—…  х”ёЎе« г÷«ѕ«  «бЎ«∆—«  »Џѕ гд«ж—«  Џѕнѕ…° ж“Џгж« √де« бёЎ«  ббћн‘ «б√—гндн н”ёЎ Ў«∆—… гд джЏ F16  —ян… я«д   Ќ«—» гЏ «бћн‘ «б√–—»нћ«дн",1,unreliable,,,,,,,,,,,,,,,,,,,,
182,’ж—… Џ «ѕ Џ”я—н √г—нян Ён «бЏ—«ё,"У¬б«Ё «бг—я»«  ж«бгЏѕ«  «б н Џ«ѕ  гд «бЏ—«ё  д ў— ≈Џ«ѕ…  ’днЁе« Ён ”«Ќ… «бћн‘ «бЋ«бЋ Ён гЏ”я— Џ—нЁћ«д »«бяжн . Џбм ”»нб «бгЋ«б б« «бЌ’— °  ” ё»б «бё«Џѕ… г∆«  «бЌ«жн«  »Ќћг «бгёЎж—… «бгбн∆… »яб ‘нЅ ЕФ",0,reliable,,,,,,,,,,,,,,,,,,,,
183,б»д«д нЏбд —Ё÷ «бг”«Џѕ«  «б ÷«гдн… «б жд”н… ж«бЁ—д”н…,"«б”бЎ«  «бб»д«дн…  —Ё÷ «бг”«Џѕ«  «б жд”н… ж «бЎ«ёг «бЎ»н° ж  —Ё÷ дёб 100 ћ—нЌ ббЏб«ћ Ён  жд”.ж —Ё÷ √н÷« яб «бг”«Џѕ«  гд Ё—д”« ж ѕжб √ќ—м.",1,unreliable,,,,,,,,,,,,,,,,,,,,
184, д‘— ёд«… ”я«н днж“ Џ—»н… ќ»—« »Џдж«д «” ‘е«ѕ ћдѕн ≈”—«∆нбн Џбм нѕ √Ќѕ √ЎЁ«б «б≈Ќ б«б «бЁб”Ўндн.,"ќ»—« гЁ«ѕе √д ёд«… У”я«н днж“ Џ—»н…Ф д‘—  ќ»—« »Џдж«д У«” ‘е«ѕ ћдѕн ≈”—«∆нбн Џбм нѕ √Ќѕ √ЎЁ«б «б≈Ќ б«б «бЁб”ЎнднФ° жёѕ «” ѕб »Џ÷ г д«ёбж «бќ»— »’ж—… ‘«‘… н»ѕж я√де« г√ќж–… гд «ббё«Ѕ «б–н √ћ— е «бёд«… гЏ д дн«еж.",1,unreliable,,,,,,,,,,,,,,,,,,,,
185,—∆н”… ≈Ћнж»н«  ёб Џбм «б‘Џ» «бг’—н ≈д ‘Џ— »«бЏЎ‘ √д нбћ√ ≈бм Ћб«ћ… —∆н”е,«д ‘— ќ»— Џбм б”«д —∆н”… ≈Ћнж»н«  ёжб Ёне« ≈де ”нд ен гбЅ «б”ѕ жЏбм «б‘Џ» «бг’—н ≈д ‘Џ— »«бЏЎ‘ √д нбћ√ ≈бм Ћб«ћ… —∆н”е.,1,unreliable,,,,,,,,,,,,,,,,,,,,
186,’ж—… гё ѕм «б’ѕ—  ўе— Ён гў«е—«  √гн—я« «бЌ«бн…, ’ж—… нўе— Ёне« гё ѕм «б’ѕ— «ѕшЏм д«‘—же« √де« гд гў«е—«  √г—ня«,1,unreliable,,,,,,,,,,,,,,,,,,,,
187,б’б«… Ён «бг”«ћѕ «б н Џбне« гќ«бЁ«  »д«Ѕ б«  ћж“ ≈б« »Џѕ ѕЁЏ —”жг «б ’«бЌ ббѕжб…," √д ж“н— «б√жё«Ё «бг’—н «бЌ«бнЇ гЌгѕ гќ «— ћгЏ… ’—Ќ »√д «б’б«… Ён «бг”«ћѕ «б н Џбне« гќ«бЁ«  »д«Ѕ б«  ћж“ ≈б« »Џѕ ѕЁЏ —”жг «б ’«бЌ ббѕжб…°жёѕ «” ѕбж« Џбм –бя » ’гнг н‘»е ≈бм Ќѕ я»н—  ’«гнг ’ЁЌ… «бЁн”»жя «б—”гн… «бќ«’… »ћ—нѕ… «б‘—жё «бг’—н….",1,unreliable,,,,,,,,,,,,,,,,,,,,
188," —«г»° ё«∆ѕ √я»— ёж… Џ”я—н… Ён «бЏ«бг ж еж нќ—ћ гд гќ»∆е «б”—н"," ’ж—… »Џдж«д:  —«г» ё«∆ѕ √я»— ёж… Џ”я—н… Ён «бЏ«бг жеж нќ—ћ гд гќ»∆е «б”—н°≈– нўе— Ён «б’ж—… √Ќѕ «бћджѕ жеж н”«Џѕ «б—∆н” «б√г—нян ѕжд«бѕ  —«г» Џбм «бќ—жћ гг« нўе— √де ё»ж  Ќ  «б√—÷° “«гдр« гЏ «д ‘«— ќ»— «ќ »«Ѕ  —«г» Ён г« ”гш е »Џ÷ ж”«∆б «б≈Џб«г У»«бгќ»√ «б”—шнш°ж–бя »”»»  ћгшЏ «бг ў«е—нд »«бё—» гд «б»н  «б√»н÷ «Ќ ћ«ћр« Џбм гё б «б√г—нян гд √’жб ≈Ё—нён… Ућж—ћ ЁбжнѕФ",1,unreliable,,,,,,,,,,,,,,,,,,,,
189,ЎЁбр« б»д«дншр« Ёёѕ √ебе Ён «б«дЁћ«— »б ’хжш— Џ«г 2014 Ён Ќб»,«д ‘— Ёнѕнж нѕЏн √де нўе— ЎЁбр« б»д«дншр« Ёёѕ √ебе Ён «б«дЁћ«—.,1,unreliable,,,,,,,,,,,,,,,,,,,,
190, д«жб «бя—“ гЏ гћгжЏ… гд «б√џ–н… «б√ќ—м нЏ »— Џб«ћр« ЁЏш«бр« бЏѕ… √г—«÷ гЋб «б”—Ў«д ж«б”я—н ж«б‘ёнё…,"« г’ѕ—е «б»Ћ «бг»«‘— «б–н д‘—е «б”нѕ г«б« Џбн я—ѕ” «дн Ён ’ЁЌ е «б‘ќ’н… » «—нќ 23/06/2020° “Џг Ёне √д  д«жб «бя—“ гЏ гћгжЏ… гд «б√џ–н… «б√ќ—м нЏ »— Џб«ћр« ЁЏш«бр« бЏѕ… √г—«÷ где« ”—Ў«д «бџѕ… «ббгЁ«жн…°яг« Џ«ѕ б≈Ўб«ё «ѕЏ«∆е «бёѕнг Џд √д »жб «б»Џн— гЏ «бЏ”б ж«бЌ»… «б”жѕ«Ѕ нЏ »— Џб«ћр« ЁЏш«бр« бж»«Ѕ яжЁнѕ-19.",1,unreliable,,,,,,,,,,,,,,,,,,,,
191,«” ќѕг «б√–д «бн”—м ЁёЎ Џдѕ «” Џг«б «бе« Ё бЌг«н… «бѕг«џ," д’нЌ…  “Џг √д «” ќѕ«г «б√–д «бн”—м Џдѕ «б ЌѕЋ Ён «бе« Ё еж «б”»нб бЌг«н… «бѕг«џ гд «б √Ћн— «б”б»н бб≈‘Џ«Џ«  «бяе—жгџд«Ўн”н…°ћр« ЁЏш«бр« бЏѕ… √г—«÷ где« ”—Ў«д «бџѕ… «ббгЁ«жн…°яг« Џ«ѕ б≈Ўб«ё «ѕЏ«∆е «бёѕнг Џд √д »жб «б»Џн— гЏ «бЏ”б ж«бЌ»… «б”жѕ«Ѕ нЏ »— Џб«ћр« ЁЏш«бр« бж»«Ѕ яжЁнѕ-19.",1,unreliable,,,,,,,,,,,,,,,,,,,,
192,Џб«ћ «б”—Ў«д Џд Ў—нё Ён «гнд »17 «бгжћжѕ Ён »–ж— «бг‘г‘,«д ‘— Ёнѕнж нѕЏн Ёне —ћб √дш Џб«ћ «б”—Ў«д нгяд √д няжд Џд Ў—нё Ён «гнд »17 «бгжћжѕ Ён »–ж— «бг‘г‘,1,unreliable,,,,,,,,,,,,,,,,,,,,
193,«бг«Ѕ «б»«—ѕ н”»» дж»… ёб»н… жЁ‘бр« я»ѕншр« ж”—Ў«д «б√гЏ«Ѕ «бџбнў…,нџбё «бг«Ѕ «б»«—ѕ 4 Џ—жё Ён «бёб» жн”»» дж»… ёб»н…. «бг‘—ж»«  «б»«—ѕ… ен «б√”»«» «б—∆н”н… бб√“г… «бёб»н… нќбё √н÷р« г‘«яб Ён «бя»ѕ. нћЏб «бѕежд  б ’ё »«бя»ѕ гЏўг «бд«” «б–нд нд ў—жд Џгбн… “—Џ я»ѕ ег ÷Ќ«н« б«” еб«я «бг«Ѕ «б»«—ѕ нƒЋ— «бг«Ѕ «б»«—ѕ Џбм ћѕ—«д «бгЏѕ… «бѕ«ќбн…. нƒЋ— Џбм «б√гЏ«Ѕ «бџбнў… жн”»» «б”—Ў«д.,1,unreliable,,,,,,,,,,,,,,,,,,,,
194,«” ќѕ«г «б“н  Џбм «б”х—… нЏ«бћ ÷ЏЁ «б»’— ж√г—«÷ √ќ—м,ё»б «бджг »«ббнб ÷Џ 3 дёЎ гд “н  «б“н жд √ж «б”гд «б«’бн («бЌнж«дн) «ж “н  ћж“ «бедѕ Џбм «б”—е ж«д‘—е« «ж «г”Ќе Ќж«бн »ж’е жд’Ё Ќжб «б”—е  б ёня гд »Џ÷ «б«г—«÷,1,unreliable,,,,,,,,,,,,,,,,,,,,
195,г’дЏ ’ндн н’дЏ ёг’«д яЎб»нш… б√г—ня« Џбне« Џ»«—… ё«ЎЏж« «б’нд,"√дш г’дЏ гб«»” ’ндн ё«г »’д«Џ… ёг’«д бЁ«∆ѕ… ‘—я… √г—нян…° ж ўе— Џбне« Џ»«—… ё«ЎЏж« «б’нд бян  х” Џгб Ён Ќгб… гё«ЎЏ… «бгд жћ«  «б’ндн… «б н √Ўбёе«  —«г» -»Ќ”» “Џгег- √Џ—» д«‘—ж «б«ѕЏ«Ѕ Џд ёж… «б’нд ж Ёжёе« «б’д«Џн бѕ—ћ… √дш «бжб«н«  «бг Ќѕ… «б√г—нян… Ён Ќ«ћ… г«”… ≈бм «б’нд Ќ м Ён ’д«Џ… ёг’«д гя ж» Џбне« ё«ЎЏж« «б’нд б«” Џг«бе« Ён «б«Ќ ћ«ћ ÷ѕе«",1,unreliable,,,,,,,,,,,,,,,,,,,,
196,»—«“нбнжд нЏбёжд г”ƒжбр« Ё«”ѕр« Џбм Џгжѕ ≈д«—…,"н” г— —ж«ѕ гж«ёЏ «б ж«’б «б≈ћ г«Џн Џбм џ—«— «бЏѕнѕ гд «бгж«ёЏ «б≈бя —ждн… Ён  ѕ«жб ќ»— гЁ«ѕе: »—«“нбнжд нЏбёжд г”ƒжбр« Ё«”ѕр« Џбм Џгжѕ яе—»«∆н°",1,unreliable,,,,,,,,,,,,,,,,,,,,
197,ћ—нг… ё б Ён яЁ—ё«”г,"гёЎЏ Ёнѕнж жЋё е я«гн—«  «бг—«ё»…  бћ—нг… ≈Ўб«ё д«— Џбм ‘ќ’ ѕ«ќб гя »° ж«б«Џ ѕ«Ѕ Џбм ‘ќ’ ¬ќ—° ж г «б«ѕЏ«Ѕ Ёне »√де  жЋнё бћ—нг… ё б жёЏ  Ён яЁ— ё«”г° ѕ«ќб «бќЎ «б√ќ÷—° ",0,reliable,,,,,,,,,,,,,,,,,,,,
198,жЁ«… «бЁд«д гж”м Ќћ«“нд," ќ»— жЁ«… «бЁд«д «б√—ѕдн гж”м Ќћ«“нд. Ёнг« дЁм дён» «бЁд«днд «б√—ѕдннд Ќ”нд «бќЎн» бЁ÷«∆н… «бггбя… «б√—ѕдн… ќ»— жЁ« е° ж√яѕ »√де »’Ќ… ћнѕ….",0,reliable,,,,,,,,,,,,,,,,,,,,
199,≈ќб«Ѕ ”»нб √‘ё«Ѕ џ—н» ж“жћ ‘ёнё е«,дЁм гЌ«гн «бг егнд ќ«бѕ Џг—ж «бќ»— «бг ѕ«жб Ќжб «б≈Ё—«ћ Џд «бг егнд Ён ё÷н… «бг—Ќжг… ≈”—«Ѕ џ—н». яг« ё«б ббг—’ѕ √де гд «бд«Ќн… «бё«дждн… б« нжћѕ г« нгдЏ ≈ќб«Ѕ ”»нбег.,0,reliable,,,,,,,,,,,,,,,,,,,,
200,я‘жЁ«  ћѕнѕ… ” Ќ«б бб ё«Џѕ,"  ’—нЌ«  гд”ж»… ббд«Ўё »«”г ж“«—… «бг«бн… Џ»ѕ «б—Ќгд »н« д…° н ЌѕЋ Ёне« Џд я‘жЁ«  ћѕнѕ… ” Ќ«б бб ё«Џѕ° ёѕ н’б Ёне« Џѕѕ «бг ё«Џѕнд «бћѕѕ ≈бм Ћг«дн… ¬б«Ё г ё«Џѕ. бяд дЁм Џ»ѕ «б—Ќгд »н« д… ’Ќ… е–е «бгЏбжг« ° гƒяѕ«р √де бг н’—Ќ »–бя б« ЌѕнЋ«р жб« ёѕнг«р. жя«д  »Џ÷ «бгж«ёЏ «б≈ќ»«—н… ёѕ д‘—  –«  «б ’—нЌ«  «б«д Ќ«бн… Ён ‘е— ¬–«— «бг«÷н° жёѕ ‘ѕѕ »н« д… жё е« √н÷«р «де б« √”«” бе« гд «б’Ќ….",0,reliable,,,,,,,,,,,,,,,,,,,,
201,,,1,unreliable,,,,,,,,,,,,,,,,,,,,
202,"я‘Ё Џд г÷гжд —”«б… гд »д б«ѕд.. »жг»нж нёѕг ""гЏбжг«  ”—н… Џд Џб«ё… Ўе—«д »«бё«Џѕ…""","я‘Ё ж“н— «бќ«—ћн… «б√гн—ян г«ня »жг»нж «бнжг «бЋб«Ћ«Ѕ Џд гЏбжг«  ”—н…   Џбё ""» Џ«жд Ўе—«д ж дўнг «бё«Џѕ…""° жд‘— ’ж—« бё«ѕ… ≈н—«д жЏбё Џбне« »«бёжб ""≈дег неѕѕжд √гн—я« ж≈”—«∆нб яб нжг"".",0,reliable,,,,,,,,,,,,,,,,,,,,
203,«б–я«Ѕ «б«’Ўд«Џн бд нЌб г‘яб… «б√ќ»«— «бг“нЁ…,"Ён ≈Ё«ѕ е √г«г гћб” «б‘нжќ Ён жё  ”«»ё е–« «бЏ«г° ё«б «б—∆н” «б дЁн–н бЁн”»жя г«—я “жя—»н—џ ≈де ”н” ќѕг »—«гћ –я«Ѕ «’Ўд«Џн б«я ‘«Ё «б√ќ»«— «бя«–»… ж гнн“е« Џд «бгЏбжг«  «бгжЋжё… Џбм гд’… «б ж«’б «б«ћ г«Џ° жен Ёя—… »ѕ« √д √Џ÷«Ѕ «бгћб” ёѕ ё»бже«° —џг √де« »Џнѕ… яЋн—« Џд «бж«ёЏ° жЁё« бгё«б Ён ’ЌнЁ… днжнж—я  «нг“.",0,reliable,,,,,,,,,,,,,,,,,,,,
204,«бѕя ж— д»нб ‘ЏЋ »’Ќ… ћнѕ…,"б« ’Ќ… ббгЏбжг«  «б н  ЌѕЋ  Џд жЁ«… «бѕя ж— д»нб ‘ЏЋ° г” ‘«— «б—∆н” «бЁб”Ўндн гЌгжѕ Џ»«”. ЌнЋ  ж«’б «бг—’ѕ гЏ «бѕя ж— ‘ЏЋ «б–н √яѕ »ѕж—е √де »’Ќ… ћнѕ…° жџ«ѕ— «бг” ‘Ём »Џѕ ё÷«Ѕ бнб нд° ж бёне «б—Џ«н… «бя«гб… ж≈ћ—«Ѕ »Џ÷ «бЁЌж’« ° жеж Ён гд“бе Ќ«бн«р »’Ќ… ћнѕ….",0,unreliable,,,,,,,,,,,,,,,,,,,,
205,«бЁнѕнж «бг ѕ«жб Ќжб е—ж» —н?н”… гћб” «бдж«» «б«?г—нян,"жжћѕ «?д «?ёѕг д‘— бе нЏжѕ бЏ«г ????° ббггЋб… ж«бгџдн… «б«?г—нян…  «нбж— гжг”д жен  гЋб е—ж»е« гд «бг’ж—нд «?Ћд«Ѕ  ’жн— «?Џб«д б‘—я… «бгб«»” «б—н«÷н… ""д«нян"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
206,"нѕнЏж  √Ќ—дж   бгЌ ≈бм «Ќ г«б ""ЌѕжЋ √г— ЁўнЏ Ён «бгдЎё…""","  д”» бнѕнЏж  √Ќ—дж   бгЌ ≈бм «Ќ г«б ""ЌѕжЋ √г— ЁўнЏ Ён «бгдЎё…""",1,unreliable,,,,,,,,,,,,,,,,,,,,
207," «Џ ё«б «б‘нќ гћѕн «бгџ—»н°"," «бЁнѕнж нЏжѕ б‘е— √нбжб гд «бЏ«г «бг«÷н° жеж нжЋё √Џ ѕ«Ѕ «Ё—«ѕ гд ёж«  «б ѕќб жЌЁў «бдў«г Ён џ“… Џбм Џ«∆б… «бё’«’ бЌў… Ё—÷ ≈ћ—«Ѕ«  «б≈џб«ё жгдЏ «бЌ—я… Ён џ“… гЏ »ѕ«н…  Ё‘н «бЁн—ж”.",1,unreliable,,,,,,,,,,,,,,,,,,,,
208,  Џѕнб Џёж»… ≈’ѕ«— ‘ня »ѕжд —’нѕ ,"жёѕ д‘—   бя «б’ЁЌ«  ќ»— «б Џѕнб гЏ  √янѕе« Џбм ≈бџ«Ѕ Џёж»… «бЌ»” гѕ… 3 ‘еж—° ж«б н  Ў»ёе« «бгЌ«яг «бЁб”Ўндн… Ќ«бн« Ён Џѕѕ гд «бё÷«н« «бг Џбё… »≈’ѕ«— ‘ня«  »ѕжд —’нѕ.",0,reliable,,,,,,,,,,,,,,,,,,,,
209, ’ж—… едн… жеж нё»б нѕ ќ«гд∆н,"«б’ж— ≈Ќѕ«ег« ббг—‘ѕ ќ«гд∆н ж√г«ге ЎЁб° ж«б√ќ—м б≈”г«Џнб едн… жеж нё»б нѕ «б‘нќ нж”Ё «бё—÷«жн.",0,reliable,,,,,,,,,,,,,,,,,,,,
210,«г—√…  ё÷г √дЁ “жће« Ён д«»б”," д‘—  гЏбжг«   Ёнѕ »≈ёѕ«г “жћ… Ён д«»б” Џбм ё÷г √дЁ “жће« »”»» УЏб«ё« е гЏ «бЁ н«  Ён  Ў»нё г«”дћ—Ф°",1,unreliable,,,,,,,,,,,,,,,,,,,,
211,жЋнё… б«?г— гЌяг… ’«ѕ— гд ‘—я… гЌ«г«… »«нё«Ё «б ЎЏнг«  Ён «”—«н?нб,"г” ќѕгжд ж’ЁЌ«  Ён гжёЏ Ён”»жя  ѕ«жбж« жЋнё… »«ббџ… «бЏ»—н… «ѕЏж« »«?де« «?г— гЌяг… ’«ѕ— гд ‘—я… гЌ«г«… »«нё«Ё «б ЎЏнг«  Ён «”—«н?нб° яжд «бћ—Џ«  Џ»«—… Џд г«ѕ… янгн«н?н… ё« б….",1,unreliable,,,,,,,,,,,,,,,,,,,,
212,«бѕя ж— д»нб ‘ЏЋ »’Ќ… ћнѕ…," жЁ«… «бѕя ж— д»нб ‘ЏЋ° г” ‘«— «б—∆н” «бЁб”Ўндн гЌгжѕ Џ»«”. ж»Џѕ «б ж«’б гЏ «бѕя ж— ‘ЏЋ «б–н √яѕ »ѕж—е √де »’Ќ… ћнѕ…° жџ«ѕ— «бг” ‘Ём »Џѕ ё÷«Ѕ бнб нд° ж бёне «б—Џ«н… «бя«гб… ж≈ћ—«Ѕ »Џ÷ «бЁЌж’« ° жеж Ён гд“бе Ќ«бн«р »’Ќ… ћнѕ….",1,unreliable,,,,,,,,,,,,,,,,,,,,
213,г” жЎднд гж?нѕнд бб”б«г н“ж—жд ё»— «бд»н нж”Ё," ’ж—… ё«бж« «?де« бг” жЎднд гж?нѕнд бб”б«г ќб«б “н«—… бё»— нж”Ё ‘—ён д«»б”.
«бЌёнё… «?д «б’ж—… ’ЌнЌ…° бяд  ж’нЁе« џн— ѕёнё° Ёгд ўе— Ён «б’ж—… ег ћг«Џ… д«Ўж—н я«— « «бнежѕн… «бгЏ«ѕн… бб’енждн…° ж«б н  Џн‘ Ён «бёѕ” «бгЌ б…° жб«  Џ —Ё »ѕжб… «б«Ќ б«б° ж ж?нѕ «бѕжб… «бЁб”Ўндн…° жёѕ “«— Џѕѕ гд «?Ё—«ѕе« «ббнб… «бг«÷н… «бё»— ж«?ѕж« «б’б«… Ёне° жеж г« «?яѕе гѕн— «бЏб«ё«  «бЏ«г… ж«б«?Џб«г Ён «б«?гд «бжЎдн жбнѕ «б«Ќгѕ.

",1,unreliable,,,,,,,,,,,,,,,,,,,,
214,гбЌг: ’—Ё г” Ќё«  гжўЁнд «б”бЎ…,"  ’—нЌ«  гд”ж»… ббд«Ўё »«”г «бЌяжг… ≈»—«енг гбЌг° Ќжб ’—Ё г” Ќё«  «бгжўЁнд нжг «бќгн” «бгё»б. дЁм «бд«Ўё »«”г «бЌяжг… ≈»—«енг гбЌг  ’Ќ… «б ’—нЌ«  «бгд”ж»… бе° б«Ё «р «де  ЌѕЋ ё»б √н«г ЁёЎ б»—д«гћ УЁб”Ўнд е–« «б’»«ЌФ Џбм Ё÷«∆н… Ёб”Ўнд Ќжб ’—Ё «бг” Ќё«  де«н… «б‘е— «бЌ«бн.",1,unreliable,,,,,,,,,,,,,,,,,,,,
215,ж“н—… «б’Ќ…  Џбд «б≈џб«ё «б‘«гб,"≈Џб«д ж“н—… «б’Ќ… гн янб… «б≈џб«ё «б‘«гб бгѕ… 21 нжг«° »ѕЅ«р гд 18-12-2020 Ќ м 9-1-2021. ЌнЋ дЁ  ж“«—… «б’Ќ… Ён  ’—нЌ —”гн бе« «б»н«д «бгд”ж» “ж—«р бж“н—… «б’Ќ…° гƒяѕ… √д «бЌяжг… бг  ’ѕ— √н ё—«— »«б≈џб«ё «б‘«гб.",1,unreliable,,,,,,,,,,,,,,,,,,,,
216,«б‘енѕ √»ж Џбн«,"»Џѕ «” ‘е«ѕ «бЎЁб Џбн √»ж Џбн« (13 Џ«г«) »—’«’ ћн‘ «б«Ќ б«б «б≈”—«∆нбн° нжг «бћгЏ… «бг«÷н° д‘—  ’ЁЌ«  жЌ”«»«  Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн ’ж—… бЎЁб нћб” «г«г ћн» Џ”я—н  «»Џ бб«Ќ б«б «б≈”—«∆нбн° гѕЏн… √де« ’ж—… ёѕнг… бб‘енѕ «»ж Џбн«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
217,еб  Ў»нё (Bip) √яЋ— √г«д«р гд (WhatsApp),"√’ѕ—  ён«ѕ… (Ё—ё… «б”бЎ«д гЌгѕ «бЁ« Ќ) «б «»Џ… б№ («бћн‘ «бжЎдн) «б”ж—н «бгЏ«—÷ ё»б нжгнд° √г—«р ≈ѕ«—н« нд’ Џбм ≈бџ«Ѕ »—д«гћ (ж« ” ¬») гд «б√ће“… «б≈бя —ждн… «б «»Џ… бЏд«’—е« ж ЁЏнб »—д«гћ (Bip) дў—«р бб ЌѕнЋ «бћѕнѕ Ён ”н«”… «бќ’ж’н… «б н ”н »Џе« (ж« ” ¬») «Џ »«—«р гд «б‘е— «бё«ѕг° ≈б« √д  Ў»нё (ж« ” ¬») нЏ »— √яЋ— √гд«р »«бгё«—д… гЏ  Ў»нё (Bip) .",1,unreliable,,,,,,,,,,,,,,,,,,,,
